text,date,original,genre,related,PII,request,offer,aid_related,medical_help,medical_products,search_and_rescue,security,military,child_alone,water,food,shelter,clothing,money,missing_people,refugees,death,other_aid,infrastructure_related,transport,buildings,electricity,tools,hospitals,shops,aid_centers,other_infrastructure,weather_related,floods,storm,fire,earthquake,cold,other_weather,direct_report,actionable_haiti
hits door pass message ten personnesdemandes,27-01-2010,il frappe la porte fais passer ce message a dix personnes.Demandes les de faire ainsi.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medical assistance needed st marc artibonite,27-01-2010,ki bo ed sante ye nan st mak depatman atibonit,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
food needed tabarre tapage street paul emile street rapha street rabbi street,27-01-2010,"In Tabarre 43,street Tapage,street Paul Emile,street Rapha,street Rabbiwe need foods and water.please,please,please.",direct,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
come say anything jacmel valley,27-01-2010,Apa nou pa di anyen pou la valle de Jacml,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
somebody stay days rubbles reports say,27-01-2010,Eske yon moun ka fe sz jou anba dekomb.nan diske blan an f konnen,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
people wait days respond,27-01-2010,rezistans yon moun se twa jou.repons,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hi everybody think fantastic job congratulations,27-01-2010,Mesye dam mwen pansyd nap fe yon travay.felisitasyon,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thing happened january th want know finished,27-01-2010,bagaykite pase 12 janvyea mwen vle konnen sili fini,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
god responsible earthquake happened haiti,27-01-2010,Eske male ki rive haiti a se bondie ki lakoz,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
since friend mine know friend place,27-01-2010,de pa mwen ye ak yon zanmim mpa konn kisa m dwe fe paske zanmi an se pou yon ti tan l kenbem lakay li.,direct,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
thank good work keep us informed everything,27-01-2010,Bonjou mesi anpil poubon twavay sawap fa se ou menm kap enfme nou nan tout bagay,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
need help crois des bouquets help arrived yet,27-01-2010,Slt mes amis se yon abitan kwadbouk ( zon las ) zon wylclef nou gen kay kraze se deyi map demi e nou sinistre nou pa janm jwenn ed kil leta ap pote d,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
clercine tkoa adventist church location,27-01-2010,Nan Clercine 4 glise Adventiste de Tkoa se la nou lokalize nou. Merci,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
rain comes suppose wash sleeping water ok kadavers,27-01-2010,"SI LAPLI A VINI, A KISA POU NOU LAVE KOTE N'AP DOMI YO POU DLO KADAV YO",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
know people went country side using government transportation would able come back portauprince saw took pictures fingerprints,27-01-2010,"Eske moun ki al an pwovens nan bus gouvenman mete yo ap ka retounen potoprens, paske m w pran foto yo e yo make dwt yo?",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
good morning find thing since almost days living sartre laplaine area sent messages response ready said,27-01-2010,"Bonjou, depi plis ke 15jou fr m yo nan detres, nan sat nou ekri nou pa janm jwenn anyen, nou pri pou n aplike tout mesaj ou voye ba nou, menm jan gen mach",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
writing let know find anything leogane chantiley barrire rouge entrance sleeping outside,27-01-2010,Mwen ekri nou pou m fe nou konnen nou menm nou pa jwenn an yen nen chatiley leogan antre ba ri roug nen se ren yen nouy,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hungry tired need tents sleep please help us far one avenue magloire ambroise prolongee number bis,27-01-2010,nou grangou nou bouke nou bezwen tant poun domi pran ka nou yo pa janm vin ede nou magla anawaz pwolonje 363 bis,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
please doctors see infection give free birth control thank,27-01-2010,"SVP ESKE GEN DOKTE POU VE, ENFEKSYON. EPI ESKE NOU BAY PLANIN GRATIS TOU REPONS. MESI",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aftershocks reconstruction decentralize everything,27-01-2010,ESKE PAP GEN REPLIK ANKO? EPI KOMAN REKONSTRIKSYON AN PRAL FET?ESKE YAP TOU FE DESANTRALISYON AN TOU?,direct,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
location need food water tents diapers cookies sugar please help us,27-01-2010,"bezwen dlo manje, tant dayp, bonbon sik, tanpri tanpri fe sa pou nou",direct,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
buses going south called identified,27-01-2010,Kikote bis ki prale nan sid yo ye kijan yo rele ou kijan yo make,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
living condition critical,27-01-2010,Ma condition de vie est tres cri- tique.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eathquake bad january feel aftershocks less main one today heard anything believe aftershock yet,27-01-2010,Tranbleman de ta an te ba nou yon sel apel jou kite madi 12 janvye 2010 apri sa chak jou li ba nou yon tibip. Jodi a li pa gen kat men se pa bliye li bli,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
would youth benefit situation,27-01-2010,er e kisa jan yo ka benefisye nan sitiatyon sa?,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jacmel food badly distributed rice sugar flour eat ask central bank raise american dollar higher,27-01-2010,"Nou menm nan jakmel manje yo mal distribiye, se hte nou hte diri, sik, farin poun manje, nou mande pou bank santral monte kob ameriken piwo toujou. paske va",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aid croixdesbouquets,28-01-2010,Eske pa gen ed pou croix des bouquets,direct,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ile la vache food problems number people island increased,28-01-2010,Mwen nan yon zile ki rele ila vach. Nou gen probl m manje paske kantite moun kite nan zile a vin ogmante,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
good evening would like aid live la plaine marraine house destroyed would fill tank montana ground cannot fissured water source broken,28-01-2010,"Bonswa nou ta renmen jwenn ed, nou rete laplan maren 26 kay nou kraze nou ta al fe tank sou teren montana men nou pa kapab paske li fann sous dlo pete so",direct,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
people mon repos found help mon repos laplaine area,28-01-2010,Moun mon repo 44 pa janm jwenn ed sa yo yap bay nan peyi a.,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pastor people lost houses right need food clothes please need help area called bwadom,28-01-2010,I am a pastor 41 of my people have lost their houses. . but right now we need food and clothes for them. please we need your help. the area is called Bwadom.,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
please problems hungrydo something went school need eat find job,28-01-2010,"Bonjour, mwen gen pwoblem tanpri di yo pou mwen grangou ap tiye nou mwen fini etid mwen tanpri fem jwen yon ti travay pou mize pa touyem tanpri mwen kont",direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
notes aclet dry counting,28-01-2010,aclet dry. nous comptons sur vous.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
help find job please,28-01-2010,Eskew ka edem jwenn yon job stp?,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
would love go african country wants help haitians,28-01-2010,imerais me rendre dans un des pays afri cains qui souhai- taient aider les haitiens.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
im hungry something information good hunger tough brothers sisters,28-01-2010,Mwen grangou anpil fe yon moyen pou mwen paseke bagay yo di pou mwen oui infomasyon yo bon men grangou di anpil frem sem.,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
people bigarat damien trouble yet visited authorities american french canadian missions need help,28-01-2010,Nan do damien nan potopwens. Ti zone ki rele bigarat la moun pako gen visit oken otorite leta ni okenn mission meriken franse ak kanadien. Yo gen pwoblem,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
need reconstruct country prefer another nation americans working interests,28-01-2010,"peyi a nou bezwen rekonstwui, se lot nasyon yo nou bezwen paske americain ap travay pou enter etazini",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
see aid started flow major selling market id much like know facilitate,28-01-2010,MWEN WE ED YO KOMANSE AP VANN SERYEZMAN SOU MACHE A. MWEN TA RENMEN KONNEN KI SA N AP FE POU SA?,direct,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
please help refugees came portauprince helped could money finished,28-01-2010,"Sil vou pl ede mwen avek moun ki viktim yo nan tranbleman de ta a, ki kiti potoprins ki vini nan provinse mwen ede ak ti kob mwen te ginyin kouni a",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
please send messages anymore get aid please pitty us help us please thank much advance counting thank,28-01-2010,SVP APRESA NOU PA VOYE DIN ANYEN ANKO NOU PAP JWENN ED LA SVP TANPRI GEN PITYE POU NOU NON EDE SVP. MESI BOKOU DAVANS NOU KONTE SOU OU. MESI ANKO.,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
inhabitants th avenue bolosse received anything abandoned us even water receive need tents,28-01-2010,Nou se abitan nan 4me avni bolos nou pa janm resevwa anyen yo kite nou menm dlo nou pa jwen nou bezwen tant.,direct,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
good evening victims le matin newspaper located petionville rue goulard,28-01-2010,"Bonsoir, nous sommes des sinistres dans le local du journal le matin, qui se trouve a petion-ville, rue goulard #3. Jean Lonze",direct,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
someone rubbles delmas area,28-01-2010,mgen yon moun anba 2konb nan delma,direct,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hungry need help cote plage carrefour,28-01-2010,nou grangou nou bezwen ed pap kote plage 26 nan kafou,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
someone asks birthday hesitate say january let say new birthday survivors jan,28-01-2010,Si yo moun ta mande w ki dat nesans ou pa esite di l mwen fet le 12 janvyd 2010. di dat nesans tout moun se 12 janvye 2010. to ut moun kap viv toujou. voy,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
believe aftershocks might ended,28-01-2010,Kil yo prevwa fay tranbleman te yo ap fini,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
northwest department right mole stnicolas karenaj need emergency aid,28-01-2010,Nan yon zon ndws direkteman nan mlsennikola ( karenaj ) bezwen yon sekou rapid.,direct,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
could get help croix des bouquets,28-01-2010,Eske pa gen ed pou croix des bouquets,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
n thing even worse february th,28-01-2010,"n poul f, sil pa fl, bagay la ap pi rad 12 fevrier.",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
would please let us know inform us well,28-01-2010,Souple ou k fe nou konnen ki pesonaj ou ye? Ou enfme nou byen.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
good evening people victim catastrophe capital ways help dont help people represent,28-01-2010,"Bonswa, pou moun ki viktim nan katastwof ki pa nan kapital la ki mwayen nou k itilise poun satisf moun sa yo?E si nou pa ede moun sa yo yap repwezante yo",direct,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
route des dalles prolonges morne jeanpierre thank,28-01-2010,route des dalles prolongue # 277 apres le morne jean-pierre merci d,direct,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ine danger days thanks,28-01-2010,n danje Pou apri kelke jou. Mesi.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
many people came capital portdepaix never knew place need food water shelter,28-01-2010,"Anpil moun soti lot kote vin ateri pdepi san yo pat janm konnen vil sa a. Nou bezwen dlo, manje ak rad pou yo.",direct,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
problems sleep eat,28-01-2010,Mwen genyen problem dormi manje,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
would like know government going collapsed houses sleeping streets south southeast cayes jacmel,28-01-2010,Mwen ta renmen kon nen kisa yap fe ak kay ki kraze ktf yo se dey nap demi nou ant sides e sid,direct,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0
road ducoste behind plaza people water food please help,28-01-2010,"NAN RI DUCOSTE, DEYE HOTEL LE PLAZA, GEN YON VENTEN FANMI KI NAN YON KAN KI PA GEN DLO, MANJE. TANPRI FE YON KOUT PYE WE YO",direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
end word live pap,28-01-2010,KSYONE PASKE SE POTOPRENS TE ABITE,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
streets cannot stand anymore please help,28-01-2010,u li nou pil nou nan lari nou pa ka sipte ank ede nou. svp,direct,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hello im victim im forced leave capital home province jean rabel lost everything,28-01-2010,Bonswa mwen se yon viktim mwen te potoprens nou oblije kite kapital la pou nou rann nou nan provens lakay nou kise jean rabel paske nou pedi kay nou ak t,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
need two please wife delivered baby anything money food please make package call number,28-01-2010,mwen bezouin ede s. v. p paske madame mwen acouche mwen pa gin anyen ni lajan ni mang s. v. p fe yon bagage pou mwen nap rele m sou mimewo sa a ou byen,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
friends miragoane need help street cold hungry,28-01-2010,Mezanmi nou men m miragoan nou nan bezoin nap domi nan lari nou nan fredi nou nan grangou,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
good evening carrefour binou ti goave place stay food please call us,28-01-2010,BON SOIR SE KAFOU BINO TIGWAV NOU PA GEN KOTE POU NOU RETE NOU PAGEN MANGE TANPRI RELE NOU,direct,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
many families victim earthquake petitgoave site sleeping outside never received anything,28-01-2010,"Nous sommes plusieus familles victimes du saisme a Petit Goave. On est ds le meme site, dormant a la belle otoille sans jamais avoir rien recu de persnnn",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
even tent children fallen ill,28-01-2010,e pas meme une tente. Nos enfants sont tombs malades.,direct,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
send live canada anyplace live,28-01-2010,Voye mwen al viv kanada paske mwen pa genyen kote pou mwen rete,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
translated times already,28-01-2010,"Tranbleman an ba nou onsel apel apri sa chak jou li bipe nou, jodi a li pa gen kat men sepa bliye li bliye nou depi li jwenn pappadap nou mele.",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
would like know find hospital,28-01-2010,Mwen ta renmen konnen ki kote pou male lopital,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
would like remind helping please think people hospital nippes miragoane well,28-01-2010,Mwen ta renmen pou moun kap bay d yo panse ak moun nan nip spesyalman moun nan lopital ste erz miragwan yo,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
please help earthquake victimsthey left paup come countrysidei helped little money,28-01-2010,"Sil vou pl ede mwen avek moun ki viktim yo nan tranbleman de ta a, ki kiti potoprins ki vini nan provinse mwen ede ak ti kob mwen te ginyin kouni a",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
thefts committed city please something us thanks,28-01-2010,t tankou vol kap fet nan vil alo tanpri fe yon jan pou nou mesi.,direct,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
police officer ever one since earthquake,28-01-2010,n polisye ditou se yon sel polisye ki te genyen depi apri tranblema,direct,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
please earthquake left nothing help god bless,28-01-2010,Souple seisme kite san anyen ede m non Bondie m nan ap beni n,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
food getting costly pap following earthquake rice gourdes measuree gourdes corn gourdes compared gourdes,28-01-2010,"4636 : Manje vin pi che nan PaP apre tranbleman te-a. mamit diri ap van'n 250gd kounye, sete 200gd avan. Mayi-a 125gd, avan sete 100gd",direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
hello wondering much food delivered,28-01-2010,Bonjou mwen tarenmen konnen konbyen mange livann,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
portdepaix money eat,28-01-2010,depi mwn pa gen lajan pou m manje,direct,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
area petit goave would like need tents medication flucolds,28-01-2010,Nou nan zon tigwav nou ta renmen pou nou d men fok se pajan mwen w mesye minista ap fe moun yo nou bezwen anpil tant ak medikaman pou grip la fy ak no,direct,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
im dying going without food days,28-01-2010,map mouri mwen gen 3 jou san manje sa nap fe pou mwen fe yon bagay pou mwen se yon mou n malad mwen ye,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
id like activate radio minustah,28-01-2010,Mwen ta renmen aktive radio minustah,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realities concerning haiti,28-01-2010,toutes les actualites relatives a HAITI.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ground shock nothing live,28-01-2010,trin poussi nou pa gin anyin pou nou viv,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
advice put practice thank,28-01-2010,Tous vos conseilles ont t mis en pratiques. .. merci.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
survivors mais gts area terrain castro land since tuesday january th received anything except water even get every day ask truncated message,28-01-2010,"Nou se reskape nan zon mayi gate 10 teren kastro, depi madi 12 rive jodi a nou pa janm jwenn anyen apa de ti dlo ki pa menm chak jou. nap mande ak tout ko",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gas station operating standard capacity n w,28-01-2010,Gas station operating at standard capacity. N 18 34. 043 w 72 18. 665,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
friend street without family starving im nearly dead thinking could kill,28-01-2010,MEZANMI MWEN NAN LARI A MWEN SAN FANMI MWEN GRANGOU MWEN PRESKE MOURI KALKILASYON AP TOUYEM MWEN SE BRENO MWEN LEYOGAN,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
carrefour dufort leogane dont recieve help visit,28-01-2010,Nou nan kafou difo nan leogan nou pa jwenn okenn vizit ni okenn ed,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
carrefour dufort leogane city nobody visit us find aid food die hungry,28-01-2010,Nou nan kafou difo nan leogan nou pa jwenn okenn vizit ni okenn ed nou lage de bra pandye ap tann pou nou mouri lafen,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
find doctor take care,28-01-2010,trouve un docteur pour me soign.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
please help ill problem head im,28-01-2010,"Aide Moi svp, je suis tres malade je un probleme dans ma tte je ne",direct,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
little boy arrives portauprince takes taxi home way sings mama cow papa bull would,28-01-2010,"1 petit garon arrive a p. au. p. et prend un taxi pour rentrer chez lui. Sur tout le trajet il chante : si manman etait une vache et papa un boeuf, je serais",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
truncated departments nippes need material goods help victims grande savane truncated,28-01-2010,ment dans les departements de nippes nous avons besoins quelques bien materiels pour aider les gens qui sont sinistres nous sommes a la grande savane de,direct,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
